url,title,h1,description,primaryIntent,audience,topic,region,mainTextChars,first700,verifiedLectureCount,imageCount,ogImage,incomingLinks,outgoingLinks,sitemap,indexable
/공공기관법률교육,부산 공공기관 강사｜직원·상담사·시민 대상 사례 중심 실무교육,부산 공공기관 강사｜직원·상담사·시민을 위한 실무교육,부산 공공기관·공기업·지자체 외부강사 안내. 직원교육과 시민교육을 구분해 생활분쟁·계약·증거·상속 초기 안내를 사례 중심으로 구성합니다. 법정 지정교육은 포함하지 않습니다.,PUBLIC,PUBLIC,LAW,BUSAN,4121,"부산 공공기관 강사｜직원·상담사·시민 대상 사례 중심 실무교육 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 공공기관 강사 공공기관 · 기관교육 · 외부강사 부산 공공기관 강사｜직원·상담사·시민을 위한 실무교육 공공기관 담당자가 외부강사를 찾을 때 먼저 확인하는 것은 직원교육인지 시민교육인지, 그리고 법정 지정교육과 겹치지 않는지입니다. 본 안내는 생활·실무 예방교육 범위로, 청렴·이해충돌·청탁금지 등 별도 지정교육은 다루지 않습니다. 이 주제 문의하기 강의 이력 보기 직원교육에서",,3,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EA%25B3%2584%25EC%2595%25BD%25EC%259E%2584%25EC%259B%2590.jpg,,84,yes,yes
/법무사진로특강,부산 법무사 진로특강 | 학교·직업 특강,"법무사 진로특강, 일과 자격을 현장에서 이야기할 때",법무사 진로특강. 업무·시험·현장을 학교·청년 눈높이로 전달합니다. 양산제일고 특강 이력이 있습니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,CAREER_SPEAKER,HIGH_SCHOOL,CAREER,BUSAN,3572,"부산 법무사 진로특강 | 학교·직업 특강 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 법무사 진로특강 진로·직업 특강 법무사 진로특강, 일과 자격을 현장에서 이야기할 때 법무사 시험 합격 경험과 실무·강의 경험을 바탕으로, 직업의 일과 준비 과정을 이야기합니다. 이 주제 문의하기 강의 이력 보기 양산제일고등학교 진로특강 이력이 있습니다. 합격 신화·성공 보장을 말하지 않고, 현실적인 일과 준비를 설명합니다. 자격 기반 법무사·공인중개사·신용관리사·교육 경력 법무사 진로특강에서 실제로 ",,4,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,85,yes,yes
/부산도서관법률특강,부산 도서관 법률특강 | 시민·평생학습 강좌,"부산 도서관 법률특강, 시민이 바로 쓰는 생활법률 강좌",부산 도서관·평생학습관·시민강좌 법률특강. 시민도서관 연속 강의 이력을 바탕으로 계약·주거·상속 기초·생활분쟁을 시민 눈높이로 구성합니…,,,,,3994,"부산 도서관 법률특강 | 시민·평생학습 강좌 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 도서관 법률특강 도서관 · 시민강좌 · 평생교육 부산 도서관 법률특강, 시민이 바로 쓰는 생활법률 강좌 도서관·평생학습관·문화센터에서 시민 대상으로 진행하는 생활법률·예방 특강입니다. 용어 나열이 아니라, 일상에서 바로 확인할 포인트를 중심으로 구성합니다. 이 주제 문의하기 강의 이력 보기 부산광역시립시민도서관에서 진행한 생활법률 연속 특강 이력을 바탕으로, 회차·주제·난이도를 기관 일정에 ",,5,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,90,yes,yes
/부산법무사강의,부산 법무사 강의 | 실무 기반 출강,"부산 법무사 강의, 실무로 설명하는 출강 교육",부산 법무사 강의. 등기·계약·생활법률 실무를 눈높이에 맞게 풀어내는 출강 교육입니다. 안윤정 법무사가 직접 진행합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,,,,,3906,"부산 법무사 강의 | 실무 기반 출강 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 법무사 강의 법무사 실무 기반 교육 부산 법무사 강의, 실무로 설명하는 출강 교육 일반 교양 강연이 아니라, 법무사 사무소에서 실제로 다루는 계약·등기·서류·예방 포인트를 눈높이에 맞게 풀어내는 강의입니다. 이 주제 문의하기 강의 이력 보기 부산 해운대·센텀 다옴법무사사무소 안윤정 법무사가 직접 출강합니다. 도서관·청년기관·학교·공공·기업 교육 이력을 확인할 수 있습니다. 강사 섭외·프로필 검토는 ",,6,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,90,yes,yes
/부산기관법률특강,부산 기관 법률특강｜단체·협회·업체·복지기관 맞춤 교육,부산 기관 법률특강｜단체·협회·업체에 맞춘 생활법률 교육,부산 기관·단체·협회·업체·복지기관 맞춤 법률특강. 대상과 목적에 맞춰 생활법률·전세·청년·창업·기업 예방교육을 기획합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,,,,,4414,"부산 기관 법률특강｜단체·협회·업체·복지기관 맞춤 교육 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 기관 법률특강 기관·단체·협회·복지·업체 부산 기관 법률특강｜단체·협회·업체에 맞춘 생활법률 교육 교육담당자가 가장 먼저 확인하는 것—대상·목적·시간—에 맞춰 주제를 재조합합니다. 공공·민간·비영리 모두 협의 가능합니다. 이 주제 문의하기 강의 이력 보기 도서관·청년기관·학교·자립지원·창업지원·기업·협회처럼 성격이 다른 기관에도, 같은 ‘생활·예방’ 골격으로 난이도만 조정합니다. ",,5,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EA%25B3%2584%25EC%2595%25BD%25EC%259E%2584%25EC%259B%2590.jpg,,95,yes,yes
/부산사회복지기관강사,부산 사회복지기관 강사｜종사자·이용자 생활법률·분쟁예방 교육,부산 사회복지기관 강사｜현장 종사자를 위한 가족·재산·생활분쟁 교육,부산 사회복지·자립지원기관 강사 안내. 가족·재산·생활분쟁 예방을 현장 종사자·이용자 눈높이에 맞춰 구성합니다. 자립지원전담기관 검증 이력 기반.,,,,,5889,"부산 사회복지기관 강사｜종사자·이용자 생활법률·분쟁예방 교육 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 사회복지기관 강사 사회복지·자립지원·종사자교육 부산 사회복지기관 강사｜현장 종사자를 위한 가족·재산·생활분쟁 교육 복지·자립지원 현장에서 자주 마주치는 계약·주거·금전·관계 이슈를, 법령 나열이 아니라 ‘지금 확인할 포인트’ 중심으로 정리하는 교육입니다. 종사자와 이용자 눈높이가 다르다는 점을 전제로, 기관 프로그램 목적에 맞춰 모듈을 고릅니다. 이 주제 문의하기 강의 이력 ",,4,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,93,yes,yes
/부산강사섭외비용,부산 강사 섭외 비용｜출강료·견적에 영향을 주는 요소 안내,부산 강사 섭외 비용｜견적 전에 알아두면 좋은 요소,"부산 강사 섭외 비용·출강료 안내. 금액표를 단정하지 않고, 시간·형식·이동·자료 범위 등 견적 요소와 문의 시 남기면 좋은 정보를 정리합니다.",FEE,GENERAL,OTHER,BUSAN,5443,"부산 강사 섭외 비용｜출강료·견적에 영향을 주는 요소 안내 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 강사 섭외 비용 출강료·강의료 안내 부산 강사 섭외 비용｜견적 전에 알아두면 좋은 요소 강의료는 기관 기준·시간·형식·자료 범위에 따라 달라집니다. 이 페이지는 고정 요금표를 제시하지 않고, 담당자가 견적을 요청할 때 정리하면 좋은 항목과, 문의에 남기면 회신이 빨라지는 정보를 안내합니다. 이 주제 문의하기 강의 이력 보기 부산에서 법률·생활법률 특강 강사를 섭외할 때 ‘얼마인",,3,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,88,yes,yes
/부산강사섭외체크리스트,부산 강사 섭외 체크리스트｜외부강사·프로필·강의안 준비 항목,부산 강사 섭외 체크리스트｜담당자가 먼저 정리할 항목,부산 강사 섭외 체크리스트. 교육담당자가 목적·대상·일정·프로필·강의계획서·비용 협의까지 빠짐없이 확인하도록 정리한 실무 안내입니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,HIRING_LOGISTICS,GENERAL,OTHER,BUSAN,5468,"부산 강사 섭외 체크리스트｜외부강사·프로필·강의안 준비 항목 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 강사 섭외 체크리스트 외부강사 섭외 실무 부산 강사 섭외 체크리스트｜담당자가 먼저 정리할 항목 강사 섭외는 ‘누구를 부를까’보다 ‘무엇을 배울지’를 먼저 고정하는 일이 많습니다. 아래 체크리스트 순서로 정리하면 문의·내부 결재·당일 운영이 한결 수월합니다. 빈칸이 남아 있어도 알려 주신 범위에서 구성안을 맞춰 볼 수 있으며, 법정 지정교육은 본 목록 밖으로 두세요. 생활·예방",,3,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,90,yes,yes
/기관특강주제추천,부산 기관 특강 주제 추천｜청년·직원·시민 교육 기획 가이드,부산 기관 특강 주제 추천｜청년·직원·시민 교육 기획 가이드,부산 기관 특강 주제 추천. 청년 프로그램·직원교육·시민강좌에 맞는 생활법률·주거·계약·디지털·진로 주제를 기획 관점에서 안내합니다. 해운대·센텀 다옴법무사사무소에서 전화·카카오톡·방문(예약) 상담이 가능합니다.,,,,,6406,"부산 기관 특강 주제 추천｜청년·직원·시민 교육 기획 가이드 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 부산 기관 특강 주제 추천 교육기획·주제 선정 부산 기관 특강 주제 추천｜청년·직원·시민 교육 기획 가이드 주제를 정하기 어려울 때는 ‘누가, 무엇을 실천하게 할지’부터 고르면 됩니다. 대상별로 자주 맞는 생활법률·예방 특강 주제를 정리했고, 법정교육·리더십·마케팅·세무·노무는 범위 밖으로 두었습니다. 확인된 이력과 연결되는 주제부터 보시면 기획이 안정적이며, 나머지는 모듈 재조합",,5,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,96,yes,yes
/강의시간별구성,강의시간별 구성｜60·90·120분·반일 특강 목차 차이,강의시간별 구성｜60분부터 반일까지 목차와 진행 차이,1시간 특강·2시간 참여형·4시간 실무 워크숍 등 강의시간별 구성 안내. 시간에 따라 이론·사례·실습·질의응답 비중이 어떻게 달라지는지 설명합니다.,,,,,6281,"강의시간별 구성｜60·90·120분·반일 특강 목차 차이 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 강의시간별 구성 시간·형식 가이드 강의시간별 구성｜60분부터 반일까지 목차와 진행 차이 같은 주제라도 60분과 3~4시간은 전혀 다른 강의가 됩니다. 시간에 맞춰 무엇을 넣고 무엇을 줄일지 기준을 정리했고, 페이지 하단 형식 가이드에서 시간대별 적합 상황도 함께 확인하실 수 있습니다. 순수 강의 시간을 기준으로 목차를 설계해 주세요. 개회·휴식은 별도로 계산합니다. 시간만 정해져 있어",,6,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,94,yes,yes
/강의이력,안윤정 법무사 강의 이력 | 확인된 출강,안윤정 법무사 강의·특강 이력,"부산 시민, 청년, 학생, 자립준비청년, 예비창업자, 기업·기관 임직원을 대상으로 진행한 생활법률, 전세사기 예방, 디지털 법률, 창업 법률교육 이력을 안내합니다.",EVIDENCE,GENERAL,OTHER,NONE,4364,"안윤정 법무사 강의 이력 | 확인된 출강 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 법률 강의 / 강의 이력 Speaker track record 안윤정 법무사 강의·특강 이력 확인된 기관·일정·현장 사진만 바탕으로 강의 이력을 정리합니다. 네이버 블로그 원문은 참고 링크로만 연결하며, 본문을 복제하지 않습니다. 안윤정 법무사 강의 경력 안윤정 법무사 강의 이력 강의 문의 자가진단 보기 Speaker track record 현장에서 이어가는 생활법률 교육 법률 용어를 나열하기보다, 실제 생활에서 ",,22,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%2582%25AC%25EB%25AC%25B4%25EC%2586%258C-%25EC%25A0%2584%25EA%25B2%25BD.jpg,,96,yes,yes
/부산법률전문가,부산 법률 전문가 안윤정 법무사 | 기업·기관 강의·전문가 활동,부산에서 법률 전문가를 찾고 계신가요?,"부산에서 법률 분야 외부 전문가·특강 강사·인터뷰 대상을 찾는 담당자용 안내. 안윤정 법무사의 자격, 실무, 확인된 출강·공공활동·언론을 한곳에서 확인합니다.",,,,,5934,"부산 법률 전문가 안윤정 법무사 | 기업·기관 강의·전문가 활동 본문 바로가기 다옴법무사사무소 안윤정 법무사 법무사 소개 사무소 업무안내 협업문의 업무 사례 강의·특강 자가진단 상황별 안내 법률 계산기 부산 법률지도 업무 용어 블로그 언론·활동 고객후기 FAQ 공지사항 상담 문의 오시는 길 톡 상담 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 현재 카카오·네이버톡톡만 가능 전화상담은 일요일 9시부터 가능 · 지금 메시지 주시면 확인해 드려요 안윤정 법무사에게 바로 상담하기 약 1분이면 상담 신청을 남길 수 있습니다. 지금 알고 계신 상황만 알려주셔도 필요한 순서부터 정리해 드립니다. 카카오톡 채널로 바로 연결 네이버 톡톡 톡톡으로 문의 전화 상담 010-4277-1279 1분만에 문의하기 상황만 적어 보내기 네이버 예약 방문 상담은 네이버에서 일정을 확인할 수 있습니다 상담 안내 보기 홈 / 부산 법률 전문가 안윤정 법무사 · 다옴법무사사무소 부산에서 법률 전문가를 찾고 계신가요? 이 페이지는 사건 상담 창구가 아닙니다. 기업 교육담당자, 공공기관·학교·청년기관, 협회, 세미나 운영자, 언론 담당자가 안윤정 법무사를 섭외·초빙하기 전에 확인할 근거를 모았습니다. 형사 변론, 소송 대리, 모든 법률 자문은 법무사 업무 범위가 아닙니다. 강의·설명·정책 자문·언론 의견은 등기·상속·",,29,https://xn--2j1br1na42lvxja38mk8r.kr/image/%25EC%258D%25B8%25EB%2584%25A4%25EC%259D%25BC-%25EB%2593%25B1%25EA%25B8%25B0%25ED%2595%2584%25EC%25A6%259D_%25EC%2583%2581%25EC%2586%258D.jpg,,107,yes,yes
